SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,04,ARIZONA,AZ,Humanities and Sciences Academy of the United Stat (4337),01,,AZ-4337,0400108,5201 N 7TH ST,,,PHOENIX,AZ,85014,2802,5201 N 7TH ST,,,PHOENIX,AZ,85014,2802,(480)317-5900,http://www.humsci.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,3
2023-2024,04,ARIZONA,AZ,Phoenix Advantage Charter School Inc. (4338),01,,AZ-4338,0400109,3738 N 16TH ST,,,PHOENIX,AZ,85016,5915,3738 N 16TH ST,,,PHOENIX,AZ,85016,5915,(602)263-8777,http://www.phoenixadvantage.org,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Allen-Cochran Enterprises Inc. (4347),01,,AZ-4347,0400111,1691 W GRAND CANYON DR,,,CHANDLER,AZ,85248,4818,1700 E ELLIOT RD STE 9,,,TEMPE,AZ,85284,1631,(480)632-1940,http://ceeschool@gmail.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,American Leadership Academy Inc. (4348),01,,AZ-4348,0400112,6913 E REMBRANDT AVE STE 2,,,MESA,AZ,85212,3641,6913 E REMBRANDT AVE STE 2,,,MESA,AZ,85212,3641,(480)420-2101,http://www.alaschools.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,12
2023-2024,04,ARIZONA,AZ,Fountain Hills Charter School (4356),01,,AZ-4356,0400113,PO BOX 18419,,,FOUNTAIN HILLS,AZ,85269,8419,16811 E EL PUEBLO BLVD,,,FOUNTAIN HLS,AZ,85268,2584,(480)837-0046,,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Hermosa Montessori Charter School (4426),01,,AZ-4426,0400115,12051 E FORT LOWELL RD,,,TUCSON,AZ,85749,9702,12051 E FORT LOWELL RD,,,TUCSON,AZ,85749,9702,(520)749-5518,,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Arizona Department of Corrections (8336),01,,AZ-8336,0400120,1601 W JEFFERSON ST,,,PHOENIX,AZ,85007,3002,1601 W JEFFERSON ST,,,PHOENIX,AZ,85007,3002,(602)542-5497,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,0
2023-2024,04,ARIZONA,AZ,Accelerated Learning Center Inc. (4297),01,,AZ-4297,0400121,4105 E SHEA BLVD,,,PHOENIX,AZ,85028,3525,4105 E SHEA BLVD,,,PHOENIX,AZ,85028,3525,(602)485-0309,http://acceleratedlearningcenteraz.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Acclaim Charter School (4325),01,,AZ-4325,0400122,7624 W INDIAN SCHOOL RD,,,PHOENIX,AZ,85033,3009,7624 W INDIAN SCHOOL RD,,,PHOENIX,AZ,85033,3009,(623)256-5267,http://www.acclaimacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Genesis Program Inc. (4332),01,,AZ-4332,0400124,525 E MCDOWELL RD,,,PHOENIX,AZ,85004,1537,525 E MCDOWELL RD,,,PHOENIX,AZ,85004,1537,(602)254-8050,http://www.genesiscity.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Montessori Schoolhouse of Tucson Inc. (4428),01,,AZ-4428,0400126,1301 E FORT LOWELL RD,,,TUCSON,AZ,85719,2239,1301 E FORT LOWELL RD,,,TUCSON,AZ,85719,2239,(520)319-8668,http://themontessorischoolhouse.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Accelerated Elementary and Secondary Schools (6364),01,,AZ-6364,0400129,5245 N CAMINO DE OESTE,,,TUCSON,AZ,85745,8925,5245 N CAMINO DE OESTE,,,TUCSON,AZ,85745,8925,(520)743-2256,,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Edkey Inc. dba American Heritage Academy  (6365),01,,AZ-6365,0400130,2030 E CHERRY ST,,,COTTONWOOD,AZ,86326,6963,2030 E CHERRY ST,,,COTTONWOOD,AZ,86326,6963,(928)634-2144,http://www.americanheritageacademy.org/home,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,The Charter Foundation Inc. (6355),01,,AZ-6355,0400131,1150 N COUNTRY CLUB RD,,,TUCSON,AZ,85716,3942,1150 N COUNTRY CLUB RD,,,TUCSON,AZ,85716,3942,(520)296-1100,http://www.amerischools.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,5
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (6361),01,,AZ-6361,0400134,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,(520)326-6367,http://enrollbasis.com/tucson-primary/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Challenge School Inc. (6362),01,,AZ-6362,0400135,5801 W GREENBRIAR DR,,,GLENDALE,AZ,85308,3847,5801 W GREENBRIAR DR,,,GLENDALE,AZ,85308,3847,(602)938-5411,http://www.challengecharterschool.net/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Discovery Plus Academy (6357),01,,AZ-6357,0400141,PO BOX 1089,,,PIMA,AZ,85543,1089,852 W 250 N,,,PIMA,AZ,85543,9601,(928)485-2498,http://myweb.cableone.net/discplus1/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,KG,05,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,CPLC Community Schools (4300),01,,AZ-4300,0400144,715 West Mariposa Street,,,Phoenix,AZ,85013,,715 West Mariposa Street,,,Phoenix,AZ,85013,,(602)274-7318,http://www.flocrit.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Gem Charter School Inc. (6372),01,,AZ-6372,0400145,1704 N CENTER ST,,,MESA,AZ,85201,2223,1704 N CENTER ST,,,MESA,AZ,85201,2223,(480)599-0137,http://www.gemcharter.com,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Ha:san Educational Services (6369),01,,AZ-6369,0400147,1333 E 10TH ST,,,TUCSON,AZ,85719,5808,1333 E 10TH ST,,,TUCSON,AZ,85719,5808,(520)882-8826,http://www.hasanprep.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba El Dorado High Sch (4342),01,,AZ-4342,0400149,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(602)953-2933,http://www.edhswolverines.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,2
2023-2024,04,ARIZONA,AZ,Mexicayotl Academy Inc. (4463),01,,AZ-4463,0400150,850 N MORLEY AVE,,,NOGALES,AZ,85621,2924,850 N MORLEY AVE,,,NOGALES,AZ,85621,2924,(520)287-6790,,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2
2023-2024,04,ARIZONA,AZ,New Horizon School for the Performing Arts (4366),01,,AZ-4366,0400151,446 E BROADWAY RD,,,MESA,AZ,85204,2020,446 E BROADWAY RD,,,MESA,AZ,85204,2020,(605)697-5471,http://www.nhorizon.net,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Phoenix School of Academic Excellence The (6379),01,,AZ-6379,0400153,5312 N 12TH ST STE 302,,,PHOENIX,AZ,85014,2926,5312 N 12TH ST STE 302,,,PHOENIX,AZ,85014,2926,(602)241-7876,http://www.phoenixschoolofacademicexcellence.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Shonto Governing Board of Education Inc. (6353),01,,AZ-6353,0400154,PO BOX 7900,,,SHONTO,AZ,86054,7900,East Highway 160/98,,,Shonto,AZ,86054,,(928)672-3525,http://www.shontoprep.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Edkey Inc. - Sequoia Choice Schools (4329),01,,AZ-4329,0400157,1460 S HORNE,,,MESA,AZ,85204,5760,1460 S HORNE,,,MESA,AZ,85204,5760,(480)461-3222,http://www.sequoiachoice.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Tucson Preparatory School (6374),01,,AZ-6374,0400159,104 E PRINCE RD,,,TUCSON,AZ,85705,3666,104 E PRINCE RD,,,TUCSON,AZ,85705,3666,(520)622-4185,http://www.tucsonprepschool.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Vision Charter School Inc. (4430),01,,AZ-4430,0400160,PO BOX 23455,,,TUCSON,AZ,85734,3455,5901 South Calle Santa Cruz,,,Tucson,AZ,85709,,(520)444-0241,,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Coconino County Accommodation School District (10386),01,,AZ-10386,0400163,110 E CHERRY AVE,,,FLAGSTAFF,AZ,86001,4627,2384 N. Steves Blvd.,,,Flagstaff,AZ,86004,,(928)526-5570,http://www.ccasdaz.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,3
2023-2024,04,ARIZONA,AZ,Keystone Montessori Charter School Inc. (10878),01,,AZ-10878,0400165,1025 E LIBERTY LN,,,PHOENIX,AZ,85048,8462,1025 E LIBERTY LN,,,PHOENIX,AZ,85048,8462,(480)460-7312,http://www.keystonemontessori.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,01,09,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Greenlee Alternative School District (4226),01,,AZ-4226,0400178,PO BOX 1595,,,CLIFTON,AZ,85533,1595,247 N Coronado,,,Clifton,AZ,85533,,(928)865-2822,,6,Inactive,6,Inactive,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Benchmark School Inc. (10972),01,,AZ-10972,0400181,4120 E ACOMA DR,,,PHOENIX,AZ,85032,4753,4120 E ACOMA DR,,,PHOENIX,AZ,85032,4753,(602)765-3582,http://www.benchmarkbobcats.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Cambridge Academy  East  Inc (78888),01,,AZ-78888,0400182,9412 E BROWN RD,,,MESA,AZ,85207,4338,9412 E BROWN RD,,,MESA,AZ,85207,4338,(480)641-2828,http://cambridgeacademyaz.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,KG,08,Elementary,As reported,2
2023-2024,04,ARIZONA,AZ,Ball Charter Schools (Dobson) (79204),01,,AZ-79204,0400184,2207 N DOBSON RD,,,CHANDLER,AZ,85224,2282,2207 N DOBSON RD,,,CHANDLER,AZ,85224,2282,(480)855-6325,http://www.dobsonacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Pioneer Technology & Arts Academy of Arizona (4340),01,,AZ-4340,0400185,1903 E ROESER RD,,,PHOENIX,AZ,85040,3341,1903 E ROESER RD,,,PHOENIX,AZ,85040,3341,(602)305-8865,http://www.ptaaschoolaz.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Stepping Stones Academy (10966),01,,AZ-10966,0400187,35812 N 7TH ST,,,PHOENIX,AZ,85086,7410,35812 N 7TH ST,,,PHOENIX,AZ,85086,7410,(623)465-4910,http://www.steppingstonesacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Liberty Traditional Charter School (10968),01,,AZ-10968,0400190,5704 E GRANT RD,,,TUCSON,AZ,85712,2235,4027 N 45TH AVE,,,PHOENIX,AZ,85031,2840,(602)442-8791,http://ltsarizona.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,4
2023-2024,04,ARIZONA,AZ,Fit Kids Inc. dba Champion Schools (78783),01,,AZ-78783,0400191,7900 S JESSE OWENS PKWY,,,PHOENIX,AZ,85042,6523,7900 S JESSE OWENS PKWY,,,PHOENIX,AZ,85042,6523,(602)341-6527,http://www.championschools.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,3
2023-2024,04,ARIZONA,AZ,Northern Arizona Vocational Institute of Technolog (78786),01,,AZ-78786,0400197,951 W SNOWFLAKE BLVD,,,SNOWFLAKE,AZ,85937,5048,951 W SNOWFLAKE BLVD,,,SNOWFLAKE,AZ,85937,5048,(928)536-6100,http://www.navitschool.org/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,19
2023-2024,04,ARIZONA,AZ,Pima County (4420),01,,AZ-4420,0400201,175 W IRVINGTON RD,,,TUCSON,AZ,85714,3050,175 W IRVINGTON RD,,,TUCSON,AZ,85714,3050,(520)724-9740,http://www.pimavocational.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Academy of Tucson Inc. (78897),01,,AZ-78897,0400202,10720 E 22ND ST,,,TUCSON,AZ,85748,7029,10720 E 22ND ST,,,TUCSON,AZ,85748,7029,(520)733-0096,http://www.academyoftucson.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,3
2023-2024,04,ARIZONA,AZ,Mountain Rose Academy Inc. (10879),01,,AZ-10879,0400204,3686 W ORANGE GROVE RD STE 192,,,TUCSON,AZ,85741,2852,3686 W ORANGE GROVE RD STE 192,,,TUCSON,AZ,85741,2852,(520)797-4884,http://www.go2rose.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Great Expectations Academy (10974),01,,AZ-10974,0400205,1466 W CAMINO ANTIGUA,,,SAHUARITA,AZ,85629,9720,1466 W CAMINO ANTIGUA,,,SAHUARITA,AZ,85629,9720,(520)399-2121,http://www.geageckos.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Mountain Oak Charter School Inc. (78873),01,,AZ-78873,0400208,1455 WILLOW CREEK RD,,,PRESCOTT,AZ,86301,1438,1455 WILLOW CREEK RD,,,PRESCOTT,AZ,86301,1438,(928)541-7700,http://www.mountainoakschool.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Park View School Inc. (10970),01,,AZ-10970,0400209,9030 E FLORENTINE RD,,,Prescott Valley,AZ,86314,8973,9030 E FLORENTINE RD,,,Prescott Valley,AZ,86314,8973,(928)775-5115,http://www.parkviewschool.org/,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Painted Pony Ranch Charter School (10967),01,,AZ-10967,0400210,2100 WILLOW CREEK RD,,,PRESCOTT,AZ,86301,5391,2100 WILLOW CREEK RD,,,PRESCOTT,AZ,86301,5391,(928)776-1212,http://www.willowcreekcharter.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Mary Ellen Halvorson Educational Foundation. dba:  (10965),01,,AZ-10965,0400211,5522 SIDE RD,,,PRESCOTT,AZ,86301,8483,5522 SIDE RD,,,PRESCOTT,AZ,86301,8483,(928)777-0403,http://www.tricityprep.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Benson Unified School District (79226),01,,AZ-79226,0400212,360 S PATAGONIA ST,,,BENSON,AZ,85602,6533,360 S PATAGONIA ST,,,BENSON,AZ,85602,6533,(520)720-6700,http://www.bensonsd.k12.az.us/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,5
2023-2024,04,ARIZONA,AZ,Painted Desert Demonstration Projects Inc. (79086),01,,AZ-79086,0400213,145 LEUPP RD,,,FLAGSTAFF,AZ,86004,8501,145 LEUPP RD,,,FLAGSTAFF,AZ,86004,8501,(602)412-3533,,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Little Lamb Community School (79050),01,,AZ-79050,0400217,12990 E SHEA BLVD,,,SCOTTSDALE,AZ,85259,5305,12990 E SHEA BLVD,,,SCOTTSDALE,AZ,85259,5305,(480)699-4950,http://www.missionmontessori.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,American Basic Schools LLC (79215),01,,AZ-79215,0400218,827 E 6TH AVE,,,MESA,AZ,85204,2603,827 E 6TH AVE,,,MESA,AZ,85204,2603,(480)964-4602,http://www.burkebasicschool.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Career Success Schools (79047),01,,AZ-79047,0400219,16004 N 36TH DR,,,PHOENIX,AZ,85053,3833,16004 N 36TH DR,,,PHOENIX,AZ,85053,3833,(602)285-5525,http://www.csschools.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,4
